FilerEIN,TaxYear,FormAndLineReferenceDesc,ExplanationTxt
364724966,2019,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN MEMORIAL HOSPITAL ADDRESS: 251 E HURON CHICAGO, Illinois 60611 EIN: 37-0960170 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: 83,630 TOTAL LOBBYING EXPENDITURES: 83,630 OTHER EXEMPT PURPOSE EXPENDITURES: 2,008,649,764 TOTAL EXEMPT PURPOSE EXPENDITURES: 2,008,733,394 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2019,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN LAKE FOREST HOSPITAL ADDRESS: 1000 N WESTMORELAND ROAD LAKE FOREST, Illinois 60645 EIN: 36-2179779 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: 35,391 TOTAL LOBBYING EXPENDITURES: 35,391 OTHER EXEMPT PURPOSE EXPENDITURES: 454,367,599 TOTAL EXEMPT PURPOSE EXPENDITURES: 454,402,990 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2019,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN MEDICAL FACULTY FOUNDATION ADDRESS: 251 E HURON CHICAGO, Illinois 60611 EIN: 36-3097297 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: TOTAL LOBBYING EXPENDITURES: OTHER EXEMPT PURPOSE EXPENDITURES: 1,324,007,186 TOTAL EXEMPT PURPOSE EXPENDITURES: 1,324,007,186 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2019,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: LAKE FOREST HEALTH & FITNESS INSTITUTE ADDRESS: 1200 N WESTMORELAND ROAD LAKE FOREST, Illinois 60645 EIN: 36-3835030 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: TOTAL LOBBYING EXPENDITURES: OTHER EXEMPT PURPOSE EXPENDITURES: TOTAL EXEMPT PURPOSE EXPENDITURES: LOBBYING NONTAXABLE AMOUNT: TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2019,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN MEMORIAL FOUNDATION ADDRESS: 251 E HURON CHICAGO, Illinois 60611 EIN: 36-3155315 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: TOTAL LOBBYING EXPENDITURES: OTHER EXEMPT PURPOSE EXPENDITURES: 15,246,759 TOTAL EXEMPT PURPOSE EXPENDITURES: 15,246,759 LOBBYING NONTAXABLE AMOUNT: 912,338 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 228,084 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
453358926,2019,"Schedule C, Part II-B, Line 1 DETAILED DESCRIPTION OF THE LOBBYING ACTIVITY","Lobbying activities included mailings and direct contact with Legislators and/or staff members of the United States Senate and House of Representatives. Lobbying issues were related to carrying out programs to serve the uninsured. Total expenditures were approximately $2,156,250 and included salaries for employees in Ascension Health Alliance's advocacy department, office expenses, travel, occupancy, IT expense, professional services and membership dues. Ascension Health Alliance does not participate in or intervene in (including the publishing or distributing of statements) any political campaign on behalf of (or in opposition to) any candidate for public office."
582149128,2019,"Schedule C, Part II-B, Line 1 DETAILED DESCRIPTION OF THE LOBBYING ACTIVITY",LOBBYING EXPENSES INCLUDE CONTRACTED INDIVIDUALS TO LOBBY ON THE ORGANIZATIONS BEHALF.
900656139,2019,LOBBYING EXPENSES,"THE CORPORATION MAY ON OCCASION REVIEW PROPOSED LEGISLATION FOR THE PURPOSE OF DETERMINING THE EFFECT UPON ITS TAX-EXEMPT PURPOSES. THE CORPORATION MAY ON OCCASION ALSO APPEAR BEFORE A LEGISLATIVE COMMITTEE, CONFER WITH LEGISLATORS OR OTHERWISE ATTEMPT TO INFLUENCE LEGISLATION. HOWEVER, IT WILL NOT PARTICIPATE, IN ANY WAY, IN POLITICAL CAMPAIGNS. THE CORPORATION'S INVOLVEMENT IN LEGISLATIVE ACTIVITIES CONSTITUTES AN INSUBSTANTIAL PART OF ITS ACTIVITIES. IN ADDITION, NELSON MULLINS RILEY & SCARBOROUGH LLP (""NELSON MULLINS"") IS PROVIDING STRATEGIC COUNSELING AND PUBLIC POLICY REPRESENTATION TO THE HOME BASE PROGRAM ON A PRO BONO BASIS. NELSON MULLINS WILL ADVOCATE FOR THE HOME BASE PROGRAM BEFORE SELECTED MEMBERS OF CONGRESS AS WELL AS HELPING THE HOME BASE PROGRAM BUILD RELATIONSHIPS IN THE DEFENSE INDUSTRY. THE MAJORITY OF THE FUNDS EXPENDED FOR LOBBYING ACTIVITIES WERE FOR PAYMENTS MADE TO THE MASSACHUSETTS HEALTH & HOSPITAL ASSOCIATION, WHICH DETERMINED THAT DURING FISCAL YEAR 2020 11.08% OF ITS MEMBERSHIP DUES WERE USED FOR LOBBYING PURPOSES."
951684089,2019,"SCHEDULE C, PART II-B","PUBLIC AFFAIRS INFORMATION AND EDUCATION SCRIPPS HEALTH ON ITS OWN BEHALF AND AS A MEMBER OF SEVERAL HOSPITAL ASSOCIATIONS AND HEALTH CARE ORGANIZATIONS PARTICIPATES IN PUBLIC AFFAIRS AND ADVOCACY ACTIVITIES. SOME ACTIVITY IS INDIVIDUALLY OR COLLECTIVELY CONDUCTED BY AND SPECIFICALLY ON BEHALF OF SCRIPPS HEALTH. OTHER ACTIVITY IS ORGANIZED BY THESE INVOLVED ORGANIZATIONS SUPPORTED BY SCRIPPS HEALTH PARTICIPATION. THIS ACTIVITY INCLUDES BRIEFING OF LEGISLATORS AND LEGISLATIVE STAFF MEMBERS (FEDERAL, STATE AND LOCAL) ON MATTERS AFFECTING HEALTH CARE AND HEALTH CARE OPERATIONS. MEETINGS OCCUR IN PUBLIC OFFICIAL OFFICES, AT SCRIPPS FACILITIES AND IN VARIOUS OTHER VENUES OF OPPORTUNITY. ACTIVITY IS ON FEDERAL, STATE AND LOCAL LEVELS AND LOCATIONS. SUCH MATTERS INCLUDE: ACCOUNTABLE CARE ACT (HEALTH REFORM); BUDGET AND FISCAL POLICY IMPACTS; REIMBURSEMENT MATTERS; PROVIDER FEES AND OTHER ASSESSMENTS; DATA MANAGEMENT AND REPORTING; QUALITY AND PATIENT SAFETY MATTERS, HEALTH INFORMATION TECHNOLOGY AND THE IMPLEMENTATION OF ELECTRONIC HEALTH RECORDS, EMERGENCY DEPARTMENT OPERATIONS AND IMPACTS; UNINSURED, COST SHIFT IMPACTS AND OTHER SAFETY NET ISSUES; COMMUNITY BENEFIT PROGRAMS; GRADUATE MEDICAL EDUCATION; SITE-NEUTRAL PRICING, VALUE-BASED PURCHASING; BUNDLED PAYMENTS; ACCOUNTABLE CARE ORGANIZATIONS, MEDICARE, MEDICAID. THE ORGANIZATION STAFFS A GOVERNMENT RELATIONS DEPARTMENT THAT COORDINATES INFORMATION AND EDUCATION PROGRAMS ON PUBLIC POLICY AND ADVOCACY MATTERS. ALL WORK IS FOCUSED ON ISSUES. NO ACTIVITY ADDRESSES PARTISAN MATTERS, CANDIDATES OR POLITICAL ACTIVITIES. NO CORPORATE ACTIVITY ADDRESSED PARTISAN CAMPAIGNS. DIRECT COMMUNICATION (MEETINGS, EMAIL, CALLS, LETTERS) WITH SAN DIEGO LEGISLATIVE DELEGATIONS - FEDERAL AND STATE. ON SAN DIEGO LOCAL LEVEL EMPLOYED SD LAND LAWYERS TO REPRESENT INTERESTS ON LAND DEVELOPMENT NEEDS. ON CALIFORNIA STATE LEVEL EMPLOYED LOBBY FIRM JGC GOVERNMENT RELATIONS TO REPRESENT INTERESTS ON CERTAIN MEASURES. LOBBY FIRM ALSO WORKED WITH OTHER HEALTH SYSTEM CONTRACT LOBBYISTS AND CALIFORNIA HOSPITAL ASSOCIATION LOBBY TEAM ON SELECTED LEGISLATION. WORKED IN CONCERT WITH STATE AND NATIONAL HEALTH CARE ORGANIZATIONS THAT CONDUCTED LOBBY PROGRAMS, INCLUDING: AMERICAN HOSPITAL ASSOCIATION, CALIFORNIA HOSPITAL ASSOCIATION, HOSPITAL ASSOCIATION OF SAN DIEGO AND IMPERIAL COUNTIES, PRIVATE ESSENTIAL ACCESS COMMUNITY HOSPITALS, ALLIANCE OF CATHOLIC HEALTH CARE. SCRIPPS HEALTH DID NOT FILE FORM 5768 UNDER SECTION 501(H). THERE ARE TESTS FOR TAX EXEMPTION - A ""SUBSTANTIAL PART TESTAN ""EXPENDITURE TEST."" AS A 501(C)(3) ORGANIZATION, WE CAN OPT TO FOLLOW THE GUIDELINE THAT ""NO SUBSTANTIAL PART"" OF OUR ACTIVITIES ARE CARRIED ON TO INFLUENCE LEGISLATION. UNDER SECTION 501(H), ELIGIBLE 501(C)(3) ORGANIZATIONS CAN ELECT TO MAKE LIMITED EXPENDITURES TO INFLUENCE LEGISLATION. THE ""EXPENDITURE TEST"" IS SUBJECT TO AMOUNTS PERMITTED BY THAT SECTION. WHILE OUR EXPENDITURES FALL WELL BELOW THE LIMITS, WE ALSO EXPEND WHAT IS GENERALLY CONSIDERED AS NO SUBSTANTIAL PART ON SUCH EXPENDITURES. THEREFORE, WE OPT NOT TO FILE FORM 5768, THE FORM REQUIRED UNDER SECTION 501(H). NATIONAL, STATE & LOCAL ORGANIZATIONS WITH WHICH SCRIPPS HEALTH PARTICIPATES IN PART IN LOBBY ACTIVITIES: AMERICAN HOSPITAL ASSOCIATION CALIFORNIA HOSPITAL ASSOCIATION HOSPITAL ASSOCIATION OF SAN DIEGO & IMPERIAL COUNTIES PRIVATE ESSENTIAL ACCESS COMMUNITY HOSPITALS ALLIANCE FOR CATHOLIC HEALTH CARE"
951684089,2019,"SCHEDULE C, PART II - B, LINE 1B","PERSONS AT SCRIPPS HEALTH EXCEEDED 5% OF TOTAL TIME SPENT ON DIRECT CONTACT WITH LEGISLATORS, STAFF AND GOVERNMENT OFFICIALS TO ENGAGE IN LOBBYING ACTIVITIES."
951684089,2019,"SCHEDULE C, PART II - B, LINE 1D",POSTAGE FOR COMMUNITY LETTER SENT TO NEIGHBORS ADJACENT TO SCRIPPS MEMORIAL HOSPITAL ENCINITAS IN THE CITY OF ENCINITAS AS PART OF PERMITTING REQUIREMENTS FOR THE CONSTRUCTION OF SOLAR INSTALLATIONS AND AN ACUTE CARE BUILDING ON THE HOSPITAL CAMPUS.
951684089,2019,"SCHEDULE C, PART II - B, LINE 1G","VALUE DETERMINED UTILIZING GROSS-UP METHOD FOR DIRECT LOBBYING COSTS. LOBBYING LABOR COSTS OF (2) PERSONS AT SCRIPPS HEALTH X 175% + ALLOCABLE THIRD-PARTY COSTS (JGC CONSULTING, SD LAND LAWYERS) SPENT ON DIRECT CONTACT WITH LEGISLATORS, STAFF AND GOVERNMENT OFFICIALS TO ENGAGE IN LOBBYING ACTIVITIES ARE REFERENCED HERE."
951684089,2019,"SCHEDULE C, PART II - B, LINE 1H",ROOM RENTAL AND MATERIAL COSTS FOR COMMUNITY MEETING MANDATED BY THE CITY OF CHULA VISTA FOR THE ENTITLEMENT PROCESS FOR THE SCRIPPS HEALTH AND ACADIA HEALTHCARE PROPOSED BEHAVIORAL HEALTH HOSPITAL IN THE CITY OF CHULA VISTA.
452641647,2019,"SCHEDULE C, PART II-A, EXPLANATION OF FOUR YEAR AVERAGING",THE ORGANIZATION HAD MINIMIAL LOBBYING ACTIVITY IN THE CURRENT YEAR.
912153073,2019,SCHEDULE C - PART II-A,"THE TAXPAYER ACQUIRED MARTIN MEMORIAL MEDICAL CENTER, INC., EIN 59-0637874, IN 2019. MARTIN MEMORIAL MEDICAL CENTER, INC. FILES A SEPARATE FORM 990, IS A 501(C)(3) ORGANIZATION AND FILED FORM 5768 (ELECTION UNDER 501(H))."
470466144,2019,"SCHEDULE C, PART II-A",THE FIRST YEAR LOBBYING EXPENSES WERE INCURRED WAS 2016.
530116130,2019,"Schedule C, Part I-C, Line 5 POLITICAL ACTION COMMITTEE","THE NRA POLITICAL VICTORY FUND, AN INDEPENDENT POLITICAL ACTION COMMITTEE (PAC) OF THE NRA, DIRECTLY RECEIVED CONTRIBUTIONS DURING 2019 OF $10,713,253."
530116130,2019,"Schedule C, Part I-C, Line 4 Form 1120-POL","THIS INFORMATION NOTE REGARDS THE NRA'S TAXES. THE NRA SEPARATELY FILES FORM 1120-POL, WHICH IS NOT SUBJECT TO PUBLIC DISCLOSURE. THE FOLLOWING INFORMATION ABOUT TAXES PAID WITH THE NRA'S FORMS 1120-POL IS SHARED HERE ON A VOLUNTARY BASIS AS A SERVICE TO READERS AND TO DEMONSTRATE IN GOOD FAITH THAT THE ORGANIZATION IS A TAXPAYER IN GOOD STANDING. 527(F) PROXY TAX IS PAID ON THE LESSER OF NET INVESTMENT INCOME OR CERTAIN POLITICAL EXPENDITURES AS DEFINED BY THE FEDERAL TAX CODE, SUCH AS WHEN CERTAIN POLITICAL COMMUNICATIONS EXPRESSLY ADVOCATE THE ELECTION OR DEFEAT OF A CANDIDATE AND ARE MADE BY THE NRA ITSELF RATHER THAN BY THE NRA'S SEPARATE SEGREGATED FUND. THE AMOUNT OF 527 (F) PROXY TAX PAID WITH THE NRA'S 2019 FORM 1120-POL WAS ZERO. HISTORICALLY, 527(F) PROXY TAX WAS REQUIRED TO BE PAID FOR 2018 WAS $164,944; NO 527(F) PROXY TAX WAS REQUIRED TO BE PAID FOR 2017; THE AMOUNT OF 527(F) PROXY TAX PAID WITH THE NRA'S 2016 FORM 1120-POL WAS $20,835; THE AMOUNT PAID WITH THE NRA'S 2015 FORM 1120-POL WAS $21,817. AS ANOTHER POLITE REMINDER TO REPORTERS AND OTHER READERS, FORM 990 INFORMATION IS NOT NECESSARILY EXPECTED TO TIE TO FEDERAL ELECTION COMMISSION (FEC) REPORTING DUE TO DIFFERENT DEFINITIONS AND EXCLUSIONS IN THE DIFFERENT REGULATORY REGIMES."
530116130,2019,"Schedule C, Part I-A, Line 1 Description of Political Activities","SUPPORT FOR FUNDRAISING AND ADMINISTRATIVE EXPENSES OF A SEPARATE SEGREGATED FUND IS INDUSTRY STANDARD FOR NONPROFIT ORGANIZATIONS LIKE THE NRA, AS ALLOWED BY LAW. IN 2019, THE NRA PAID $2,971,894 FUNDRAISING AND ADMINISTRATIVE EXPENSES FOR THE SEPARATE SEGREGATED FUND, NRA POLITICAL VICTORY FUND, AS ALLOWED BY LAW. THE NRA ENGAGED IN ACTIVITIES IN SUPPORT OF ITS MISSION, WHICH INCLUDES PROTECTING AND DEFENDING THE CONSTITUTION OF THE UNITED STATES, ESPECIALLY WITH REFERENCE TO THE INALIENABLE RIGHT OF INDIVIDUAL AMERICAN CITIZEN GUARANTEED BY SUCH CONSTITUTION TO ACQUIRE, POSSESS, COLLECT, EXHIBIT, TRANSPORT, CARRY, TRANSFER OWNERSHIP OF, AND ENJOY THE RIGHT TO USE ARMS, IN ORDER THAT THE PEOPLE MAY ALWAYS BE IN A POSITION TO EXERCISE THEIR LEGITIMATE INDIVIDUAL RIGHTS OF SELF PRESERVATION AND DEFENSE OF FAMILY, PERSON, AND PROPERTY. IN PURSUIT OF THESE GOALS OF THE ASSOCIATION, THE NRA SPENT FUNDS DIRECTLY AND INDIRECTLY ON POLITICAL ACTIVITIES, WHICH WERE NOT THE PRIMARY ACTIVITIES OF THE ORGANIZATION. THE NRA IS ORGANIZED PRIMARILY TO PROMOTE SOCIAL WELFARE AND CAN ALSO ENGAGE IN POLITICAL ACTIVITIES ON BEHALF OF OR IN OPPOSITION TO CANDIDATES FOR POLITICAL OFFICE, AS ALLOWED BY LAW. BY ANY MEASURE, THE PERCENTAGE OF FUNDS SPENT BY THE NRA ON POLITICAL ACTIVATES IS MODEST IN COMPARISON TO THE BUDGET DEVOTED TO THE PRIMARY ACTIVITIES OF THE NRA. FOR INSTANCE, ALL EXPENDITURES NOTED ON PART I-A AND I-C OF SCHEDULE C AMOUNTED TO ABOUT 1% OF THE NRA'S TOTAL EXPENSES IN 2019, AS APPLIED TO TOTAL EXPENSES REPORTED ON FORM 990, PART IX, LINE 25. REPORTERS AND OTHER READERS ARE ALSO KINDLY REMINDED THAT THE SEPARATE SEGREGATED FUND IS A SEPARATE ENTITY FOR TAX PURPOSES."
133539048,2019,"Part I-A, LINE 1:","PLANNED PARENTHOOD ACTION FUND, INC. (THE ""ACTION FUND"") COMMUNICATED WITH ITS MEMBERS AND THE GENERAL PUBLIC ABOUT FEDERAL AND STATE ELECTIONS. ITS SPECIFIC ACTIVITIES INCLUDED USE OF THE MAIL, INTERNET, RADIO, TELEVISION ADVERTISING AND PHONE BANKING TO EDUCATE ITS MEMBERS AND THE PUBLIC ABOUT THE POSITIONS OF CANDIDATES ON ISSUES PERTINENT TO REPRODUCTIVE HEALTH AND TO URGE THEM TO VOTE FOR CANDIDATES LIKELY TO ADVANCE THE ORGANIZATIONS MISSION. THE ACTION FUND SUPPORTED OTHER ORGANIZATIONS UNDERTAKING SIMILAR EFFORTS, INCLUDING FUNDRAISING AND ADMINISTRATIVE EXPENSES OF RELATED 527 ORGANIZATIONS (PLANNED PARENTHOOD ACTION FUND, INC. PAC AND PLANNED PARENTHOOD VOTES)."
571136023,2019,"PART II-B, LINE 1:",AMERICANSS FOR CURES FOUNDATION IS A 501(C)3 ORGANIZATION. MORE THAN 50% OF THE BOARD MEMBERS OF AMERICANS FOR STEM CELL THERAPIES AND CURES ARE ALSO BOARD MEMBERS OF AMERICAN FOR CURES FOUNDATION.
571136023,2019,SCHEDULE C - PART III-A,"THE ORGANIZATION DID NOT RECEIVE ANY MEMBERSHIP DUES, ASSESSMENTS, OR SIMILAR AMOUNTS TO ITS MEMBERS."
620757525,2019,"SCHEDULE C, PART I-A, LINE 1",NONE
620757525,2019,"SCHEDULE C, PART II-A",N/A
136227614,2020,"PART II-B, LINE 1G",INCURRED TRAVEL EXPENSES FOR AIRFARE TO A JPAC MEETING. THE MEETING WAS CANCELED & THE CREDIT WILL BE USED TO ATTEND THE NEXT MEETING.
136227614,2020,"PART II-B, LINE 1I",INCURRED EXPENSES FOR DUES PAID TO JPAC (JEWISH PUBLIC AFFAIRS COMMITTEE) OF CALIFORNIA A LOBBYING ORGANIZATION.
135562401,2020,"Schedule C, Part II-B, Line 1 DETAILED DESCRIPTION OF THE LOBBYING ACTIVITY",THE YMCA RETIREMENT FUND IS A MEMBER OF THE CHURCH ALLIANCE WHICH ENGAGES IN DIRECT LOBBYING REGARDING LEGISLATION THAT ADVERSELY AFFECTS CHURCH PENSION AND BENEFIT PLANS. THE AMOUNT INDICATED ABOVE REFERENCED DUES PAID.
364724966,2020,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN MEMORIAL HOSPITAL ADDRESS: 251 E HURON CHICAGO, Illinois 60611 EIN: 37-0960170 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: 88,958 TOTAL LOBBYING EXPENDITURES: 88,958 OTHER EXEMPT PURPOSE EXPENDITURES: 2,152,237,558 TOTAL EXEMPT PURPOSE EXPENDITURES: 2,152,326,516 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2020,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN LAKE FOREST HOSPITAL ADDRESS: 1000 N WESTMORELAND ROAD LAKE FOREST, Illinois 60645 EIN: 36-2179779 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: 44,634 TOTAL LOBBYING EXPENDITURES: 44,634 OTHER EXEMPT PURPOSE EXPENDITURES: 485,445,815 TOTAL EXEMPT PURPOSE EXPENDITURES: 485,490,449 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2020,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN MEDICAL FACULTY FOUNDATION ADDRESS: 251 E HURON CHICAGO, Illinois 60611 EIN: 36-3097297 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: TOTAL LOBBYING EXPENDITURES: OTHER EXEMPT PURPOSE EXPENDITURES: 1,491,891,228 TOTAL EXEMPT PURPOSE EXPENDITURES: 1,491,891,228 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2020,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: NORTHWESTERN MEMORIAL FOUNDATION ADDRESS: 251 E HURON CHICAGO, Illinois 60611 EIN: 36-3155315 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: TOTAL LOBBYING EXPENDITURES: OTHER EXEMPT PURPOSE EXPENDITURES: 13,627,676 TOTAL EXEMPT PURPOSE EXPENDITURES: 13,627,676 LOBBYING NONTAXABLE AMOUNT: 831,384 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 207,846 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
364724966,2020,"Schedule C, Part II-A, Line 1b, Column (a) AFFILIATED ORGANIZATIONS","ORGANIZATION NAME: CENTRAL DUPAGE HOSPITAL ASSOCIATION ADDRESS: 25 N WINFIELD ROAD WINFIELD, Illinois 60190 EIN: 36-2513909 ORGANIZATION IS AN ELECTING ORGANIZATION GRASSROOTS LOBBYING AMOUNT: DIRECT LOBBYING AMOUNT: 75,513 TOTAL LOBBYING EXPENDITURES: 75,513 OTHER EXEMPT PURPOSE EXPENDITURES: 994,100,672 TOTAL EXEMPT PURPOSE EXPENDITURES: 994,176,185 LOBBYING NONTAXABLE AMOUNT: 1,000,000 TOTAL GRASSROOTS LESS NONTAXABLE AMOUNT: 250,000 TOTAL EXPENDITURES LESS NONTAXABLE AMOUNT: SHARE OF EXCESS LOBBYING EXPENDITURES:"
453358926,2020,"Schedule C, Part II-B, Line 1 DETAILED DESCRIPTION OF THE LOBBYING ACTIVITY","Lobbying activities included mailings and direct contact with Legislators and/or staff members of the United States Senate and House of Representatives. Lobbying issues were related to carrying out programs to serve the uninsured, the poor and the vulnerable. Total expenditures were approximately $1,260,000 and included salaries for employees in Ascension Health Alliance's advocacy department, office expenses, travel, occupancy, IT expense, professional services and membership dues. Ascension Health Alliance does not participate in or intervene in (including the publishing or distributing of statements) any political campaign on behalf of (or in opposition to) any candidate for public office."
314379427,2020,"PART II-B, LINE 1:",LINE 1 (I) OTHER ACTIVITIES TWELVE ORGANIZATIONS REPORTED THAT A PORTION OF MEMBERSHIP DUES PAID BY BATTELLE WERE USED FOR LOBBYING.
314379427,2020,SCHEDULE C SUPPLEMENTAL INFORMATION - PART IV,"INTERNAL LOBBYING EXPENSES TOTALED $273,305 AND EXTERNAL LOBBYING EXPENSES TOTALED $576,581 FOR A TOTAL OF $849,886. THE GENERAL ISSUE AREA FOR LOBBYING IS INCREASED FUNDING IN THE FEDERAL BUDGET FOR SCIENTIFIC RESEARCH AND DEVELOPMENT PROGRAMS, THROUGH AUTHORIZATION AND APPROPRIATIONS BILLS AND REPORT LANGUAGE. THE SPECIFIC LOBBYING ISSUES INCLUDE THE U.S. HOUSE AND SENATE AUTHORIZATION BILLS FOR THE DEPARTMENT OF AGRICULTURE (FOOD AND DRUG ADMINISTRATION); DEPARTMENT OF COMMERCE; DEPARTMENT OF DEFENSE; DEPARTMENT OF EDUCATION; DEPARTMENT OF ENERGY; DEPARTMENT OF HEALTH AND HUMAN SERVICES (NATIONAL INSTITUTES OF HEALTH AND CENTERS FOR DISEASE CONTROL AND PREVENTION); DEPARTMENT OF HOMELAND SECURITY, DEPARTMENT OF THE INTERIOR (ENVIRONMENTAL PROTECTION AGENCY), DEPARTMENT OF VETERANS AFFAIRS, AND THE NATIONAL SCIENCE FOUNDATION. ADDITIONALLY, THEY INCLUDE THE U.S. HOUSE AND SENATE APPROPRIATIONS BILLS FOR: AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES; COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES; DEFENSE; ENERGY AND WATER DEVELOPMENT; HOMELAND SECURITY; LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES; MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES; STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS. THE HOUSE(S) OF CONGRESS AND FEDERAL AGENCIES CONTACTED (THOUGH NOT NECESSARILY LOBBIED) INCLUDE: DEPARTMENT OF EDUCATION, DEPARTMENT OF ENERGY, DEPARTMENT OF DEFENSE, DEPARTMENT OF HEALTH AND HUMAN SERVICES (NATIONAL INSTITUTES OF HEALTH AND FOOD AND DRUG ADMINISTRATION), DEPARTMENT OF HOMELAND SECURITY, ENVIRONMENTAL PROTECTION AGENCY, NATIONAL SCIENCE FOUNDATION, U.S. HOUSE, AND U.S. SENATE. IN ADDITION, A MINOR AMOUNT OF LOBBYING IS CONDUCTED WITH VARIOUS STATE AND LOCAL GOVERNMENTS AND/OR AGENCIES."
